age,annual_income,monthly_debt_payments,credit_utilization_ratio,num_open_accounts,num_late_payments_last_2yr,num_hard_inquiries_last_6mo,oldest_account_age_months,total_credit_limit,loan_amount_requested,employment_length_years,has_mortgage,has_auto_loan,debt_to_income_ratio,payment_history_score,credit_approved
74.0,23667.03269251151,728.9591435196666,0.6273894105864188,23.0,11.0,7.0,467.255292250493,27438.03497102548,8219.291942454123,3.779631615087961,1.0,1.0,0.3696073705515026,15.024240567057479,0
60.0,58723.04772780051,1195.959744660582,0.25260071689130836,2.0,1.0,6.0,586.0425675020006,159269.6871612142,16079.738009179351,1.7822800991824619,1.0,0.0,0.24439325769415882,95.16939396178363,1
62.0,53904.98411730005,571.9260459711265,0.4750496229703542,1.0,10.0,0.0,373.18247208929046,,18157.038560060602,3.566794436527929,0.0,1.0,0.12731870093345915,23.535802621843565,0
59.0,87227.33595411359,4235.63481802876,0.17313952338150254,18.0,10.0,0.0,574.2716561382755,243531.95362389353,39349.768835749936,1.0544720973581707,0.0,0.0,0.5827028563967914,31.120520804885555,1
63.0,45257.3730849211,388.83217745804427,0.06758565914535061,8.0,7.0,3.0,397.54764966396664,55856.57012982653,14434.067300396136,25.371742168871783,1.0,0.0,0.10309891651778276,,1
47.0,78800.81199662176,2410.4447035023945,,19.0,2.0,4.0,375.85635864439257,188690.94523843157,12014.12492942499,3.347314539810842,0.0,0.0,0.36706901501558653,93.39057135519226,1
25.0,44208.30370913426,394.1343248103168,0.408102451535774,1.0,9.0,5.0,233.39216975194242,99253.95283411402,32504.82756047346,,1.0,1.0,0.10698469520210224,30.480126118802236,0
66.0,63616.96862043184,680.063248776559,0.16425144392897717,20.0,1.0,8.0,,28217.291173346657,38125.94711199679,2.701921849835068,1.0,0.0,0.1282795952446183,99.57945618423751,1
44.0,19895.2312765538,418.78682187676515,0.15754078542210592,14.0,1.0,6.0,299.3897327241982,27398.169192070076,1983.602214293349,2.869216891742626,0.0,0.0,0.25259529746926485,88.81120872366066,1
47.0,15000.0,585.421259105477,0.5989712443810375,0.0,8.0,3.0,319.2593478305071,24364.94349662798,10939.124439068668,4.244461098963276,0.0,0.0,0.4683370072843504,33.058369638039714,0
39.0,61483.745136724945,2278.0834662968073,0.10635573400682047,9.0,9.0,3.0,251.15776322890727,101723.70652863476,10934.81598016908,4.266826240046472,0.0,1.0,0.44462160746340973,27.722682545489285,0
28.0,63494.583093224406,196.0845129560981,0.2712107288819876,0.0,5.0,1.0,208.96632007985255,185407.04122767347,7828.732097002832,2.1451435771066327,0.0,1.0,0.037058502329535475,63.61595117053936,1
71.0,65205.6499536466,2725.580300676701,0.4967444542491975,1.0,9.0,4.0,450.0338174678631,163625.73653276468,11731.322797534607,4.333443537942641,0.0,0.0,0.5015970798752967,36.790345594671166,1
63.0,35776.28387053576,1274.8423371120996,0.27753178000973144,1.0,9.0,9.0,387.6040464259831,46305.6355138586,26824.178595808415,24.521238488069457,0.0,0.0,0.42760472554120743,32.480940842134856,0
55.0,119830.479398808,1902.4928366621357,0.31405214682040555,16.0,7.0,1.0,423.6337354187609,226680.23886140157,25879.873482047777,0.7828431610072517,1.0,0.0,0.1905184236471688,47.44643690272647,1
41.0,37200.34485663009,764.4263118826171,0.4212581810065584,12.0,8.0,0.0,294.62006413872183,35545.64659774001,23817.29551945499,1.2813125794239812,0.0,1.0,0.24658684692156202,41.05167631651624,1
65.0,63103.24110583306,883.3810550732901,0.11075952374407574,23.0,9.0,0.0,479.33954411775517,80534.62543434037,33588.509179502165,21.561800616118944,0.0,0.0,0.1679877685379211,37.55404773527121,1
49.0,70037.19485630556,2663.266083633498,0.13052279571406442,17.0,9.0,5.0,312.22113656660633,42202.195477635396,30723.027781728433,10.350359248094229,1.0,0.0,0.45631743346048903,40.62893457592207,0
43.0,137481.4249718704,1711.7438211537647,0.13356937431994517,2.0,12.0,8.0,311.7458078306662,291468.6223571551,44570.82189700018,20.401177775456794,0.0,1.0,0.1494087354567923,13.435505268938346,0
44.0,40529.37213452013,1051.0415240564444,0.412178891470366,22.0,9.0,6.0,313.6407805261605,74378.25482255666,4851.389328072663,7.476535886159544,1.0,0.0,0.3111940211364529,32.727623196077694,1
31.0,33126.34798218978,1081.9789252690668,0.2201410391828033,5.0,6.0,5.0,220.36097795873664,81252.73826782382,19312.365497604438,,0.0,0.0,0.3919462269190996,53.85447950685721,1
23.0,19952.560687629113,751.085519021201,0.28259841578926986,8.0,3.0,6.0,245.97291479512373,53419.90323195651,6905.304035416111,0.5422206190180427,1.0,1.0,0.4517227823214777,60.851674937812604,1
50.0,124420.24708946596,3317.825947611768,0.5439877849279738,6.0,4.0,4.0,465.3013267064316,110179.91488353696,,11.964329822653447,0.0,0.0,0.31999543725959806,58.18300215485569,1
69.0,63123.3826099694,3756.579483479917,0.6115841668002484,9.0,7.0,9.0,430.95667009244676,142316.74868240574,5606.704815653351,4.987462793623631,0.0,0.0,0.7141403381421253,39.36779838425838,0
21.0,64333.55749149386,1897.7404021746718,0.2993929264903028,17.0,4.0,4.0,139.04538425275928,51334.05085792273,40655.80861435867,13.023157033037581,0.0,0.0,0.3539814323046992,74.67063224997652,0
67.0,318068.6582149936,6414.769094887124,0.30629866727770666,4.0,0.0,8.0,416.15534237464385,457850.1852018134,181045.83633044787,,0.0,0.0,0.24201450583230266,96.5269013653277,1
66.0,59577.11749665431,923.7312688771909,0.3171699918543764,9.0,13.0,9.0,413.587356045178,106142.8780567912,26629.4986218433,0.04948616766035707,0.0,1.0,0.18605759547109,2.79603923035417,0
34.0,22440.152532005566,434.18641433803475,0.3899406197147448,21.0,10.0,4.0,247.97476987313775,14300.04516000512,9474.918415358668,2.309526137976638,0.0,0.0,,23.99046739681642,1
54.0,43584.54329952164,1652.352493102593,0.2586206890713953,18.0,14.0,4.0,,42533.30259930595,13196.226030972419,1.3903709481953108,0.0,0.0,0.45493719599095317,0.0,0
27.0,27313.341315876223,243.81447851892477,0.49402208621792865,7.0,13.0,6.0,356.5257400768435,30453.573592414727,,8.295944550619376,0.0,0.0,0.10711885112812425,6.495997400328003,1
61.0,38656.83814677164,575.3645960549488,0.1254056444500977,11.0,12.0,2.0,412.2856530132626,38450.26647247303,3917.848859094416,,1.0,0.0,0.17860682569135095,22.19145979745968,1
58.0,38501.25966635423,1385.0131072245827,0.10777682022360252,16.0,14.0,7.0,353.21558263809345,104213.98232664388,21754.566775527004,2.196906184420402,0.0,0.0,0.4316782731454034,2.1278265210152396,1
38.0,34467.95619120374,553.0113580605099,0.16304746882879062,0.0,10.0,0.0,329.8186179931828,51718.42372107485,2885.9920009292523,3.2434130121717075,1.0,0.0,0.19253060030346322,34.21975597605386,1
21.0,21248.264422606568,431.7471436551421,0.19467199596609436,19.0,14.0,6.0,309.8113497048292,42811.89548528277,1085.0231700102931,1.4980040730342439,1.0,1.0,0.2438300663441152,2.8303325081577513,0
74.0,127452.74917701767,1706.7374813386805,0.3917608739585104,4.0,12.0,8.0,456.00360415408676,,9334.115428951449,1.360565060839173,1.0,0.0,0.1606936681108258,11.182164666224724,0
43.0,58648.00432585399,1254.338962914078,0.4938126372769673,9.0,8.0,3.0,292.9814528841208,110958.56406146428,11881.241369501982,0.6534536040488779,1.0,0.0,0.2566509760730806,36.80144038725559,1
69.0,42818.12525453062,2076.551724471693,0.4045546128296777,,11.0,9.0,461.3501426936672,66491.43467362707,20451.93991496599,4.48857642813269,0.0,1.0,0.5819643094024318,18.114500241613733,0
57.0,77233.04571362138,3497.803991975283,0.15829354566143305,2.0,8.0,9.0,511.3015838212829,221136.62598349137,43317.652063532,1.9015637945348358,1.0,0.0,0.5434674693438909,48.61895130783762,1
63.0,65032.36609758364,527.001061847051,0.5212165350043936,15.0,4.0,9.0,580.1078079550667,74162.81313218882,23772.827702076374,3.683185050571657,1.0,1.0,0.09724408201102638,68.80976675650541,1
62.0,57838.76124314521,1808.320587513659,0.3148573330668632,7.0,1.0,0.0,436.36851648099224,48171.67561234147,20618.305174181474,5.13301799593059,1.0,0.0,0.3751782815496468,88.94267352614624,1
29.0,73939.23185386095,2275.0653996414653,0.6082424945045067,17.0,3.0,1.0,195.8833145237846,138117.90455924292,35682.29074007319,5.35357720152189,1.0,0.0,0.3692327349255742,63.386332520112695,1
39.0,53122.76561100236,305.86058734081615,0.21470735714315442,8.0,11.0,5.0,259.4927069542162,72727.4367031649,26434.986532975814,1.4418103024990416,0.0,0.0,0.06909141506235052,15.03887112355522,1
45.0,73286.58632475205,575.9966617370411,0.18663318782264543,16.0,13.0,6.0,308.13239322487175,181777.76312021195,50109.570585738446,2.1692827569732516,1.0,1.0,0.09431412059794538,2.109866023068916,0
46.0,77023.61795758386,2775.4604793926433,0.4352862418988846,24.0,14.0,6.0,295.1146922052904,53870.784927253975,51168.03132645493,0.08582789745721509,0.0,0.0,0.4324066648109455,,0
20.0,54048.18492080057,215.0563141539752,0.1006408303211258,1.0,12.0,5.0,255.53254033875265,103403.44626963678,36084.98169004768,3.229271204927956,0.0,1.0,0.047747686136532505,19.06207634960308,0
49.0,42948.77063783692,657.6709523440097,0.3622914727111939,1.0,1.0,1.0,299.41801525348467,89785.18515229871,29339.576433526592,8.33967363630747,0.0,0.0,0.1837550018527238,85.55046210321612,1
26.0,122790.96055527427,2961.502012306697,0.3163808072168643,9.0,4.0,4.0,222.70481081426192,,87165.97099816137,0.2225650238934499,0.0,1.0,0.2894188952262708,60.335269863243525,1
61.0,36800.21903347601,120.15816096424427,0.36248213881173924,19.0,9.0,4.0,460.5872060433323,38747.54957721693,17166.845523541804,10.916866927439472,0.0,0.0,0.039181775800281045,31.87889488424778,1
57.0,61993.70708559179,1145.8696403755177,0.2813052074314462,15.0,4.0,8.0,394.72857989442133,70787.65572944263,30772.149474965816,13.642789491618299,0.0,1.0,0.221803733490585,64.83727803649646,1
71.0,62839.87143413433,1348.020939034763,0.190740294903094,24.0,3.0,8.0,459.58771814938075,168383.37821125926,37416.084697815255,5.023008330457929,0.0,1.0,0.25742018402077815,81.85441974383977,1
61.0,34005.08287137688,835.2278739091861,0.21601908326052766,15.0,14.0,8.0,411.6084757371362,,6775.705459181232,10.942027094198457,0.0,0.0,0.29474224558783185,7.311814967710086,0
39.0,30191.22411194425,404.5857582813762,0.43619784772431724,21.0,12.0,9.0,237.10954830548565,18456.211407020557,9671.631012453578,3.7131286450093652,0.0,0.0,0.16080928290203397,13.50277119898204,0
74.0,39643.758011839454,501.97560190931375,0.18043317459701835,14.0,8.0,1.0,472.827886168853,21591.184182179055,29117.93333493284,1.976404032667383,1.0,0.0,0.15194591847505115,45.694504439850746,1
41.0,36485.488606557665,1160.2677688095787,0.5337558003550996,4.0,1.0,9.0,262.5099684939612,90569.13233757975,16129.206460064437,0.38023187093193717,0.0,0.0,0.3816096140538487,80.47834493466077,0
36.0,20437.396492031046,619.2074150518698,0.42790429250933915,10.0,11.0,0.0,228.9068683947748,40192.92712252578,1815.6728852346023,0.3053800957671724,0.0,0.0,0.36357316762530745,4.953512875309457,0
70.0,33160.11079567711,597.8950373243093,0.20660665722683041,15.0,8.0,0.0,438.33663014856495,61004.367884732485,11744.311083171591,11.005677890803018,1.0,1.0,0.21636660058526783,37.80017688369088,1
39.0,57511.131006975906,214.21341897931322,0.18584941094955418,0.0,0.0,1.0,247.7443857996523,164334.5076757632,9810.933249270916,16.590965782321003,1.0,1.0,0.04469675665811395,100.0,1
22.0,104774.54713156527,1081.066510722207,0.23820353382740053,9.0,10.0,1.0,237.46241385670427,118491.9228816618,33236.073307632476,4.748820154092536,1.0,0.0,0.12381631306290863,27.680575166766168,1
45.0,68366.26642966947,2406.494676725205,0.11650816700446784,13.0,7.0,8.0,291.663414734351,67661.25572584981,31361.792095955356,,1.0,0.0,0.4224003683221414,57.984122183509726,1
64.0,,324.9368999285646,0.26802205887890324,10.0,9.0,3.0,420.71191758288444,35120.63182718613,6432.784519763726,6.153416447267146,1.0,1.0,0.2599495199428344,26.54723422025655,0
28.0,72025.98450937119,907.1157138968578,0.5935341076624111,6.0,6.0,9.0,179.86331890112663,194156.10535076115,30096.18530273547,10.070087887100016,1.0,1.0,0.15113140960045968,42.811912555614036,0
44.0,35070.26601847401,1226.8895649096644,0.5978783073791786,10.0,7.0,,365.6681168541937,39818.92342770299,2235.8771250375253,5.669630949685459,0.0,0.0,0.41980504998622115,30.484519642973027,0
25.0,64334.28969363933,1794.9077172387156,0.031809562166347755,8.0,3.0,6.0,159.03387506092602,140255.5172405029,24693.344124655006,5.415881830046426,0.0,0.0,0.33479646249974504,69.84964788249408,1
57.0,48606.80615737045,1022.0490270635464,0.06701545252382746,18.0,5.0,1.0,403.9691854274854,46225.55950114371,3486.217474670029,2.5582834671109516,1.0,0.0,0.25232244811671456,65.24654693056533,1
45.0,43668.723888153974,236.17088521350476,0.4018740553144259,14.0,4.0,0.0,285.9125576191495,37350.11948755704,15443.251266628748,5.647661599308339,1.0,0.0,0.06489886514249128,73.82301121842191,1
37.0,46104.16459647068,960.2123752229353,0.49766231691158597,22.0,2.0,1.0,,135585.6672411018,24677.251019400417,1.8034385421231836,0.0,1.0,0.2499242444479091,70.92209119696811,1
31.0,48365.66378620014,615.7212095666712,0.26176586767427795,11.0,12.0,5.0,252.8167950357083,34717.12358019451,6985.372710416297,0.34445517889388555,0.0,0.0,0.15276652766436463,18.617034228255115,0
50.0,109824.94667010954,3658.0463509260767,0.3068376185797008,16.0,4.0,8.0,347.27255440771654,,81004.63535249062,4.604860960033421,0.0,0.0,0.39969567518178095,67.2933932383647,1
56.0,48445.94347216324,1129.4897572905322,0.08845888015716026,10.0,0.0,4.0,487.5677779163885,116934.37053452163,25331.59017444992,0.5914301750517204,0.0,0.0,0.2797732093972757,100.0,1
72.0,94025.53562153717,2986.524523757144,0.6137108491195213,18.0,6.0,5.0,449.02586713052096,129971.6874088402,20046.147977538792,3.410500848534837,1.0,0.0,0.3811549069960985,50.47939874515013,0
43.0,86158.46702709864,5924.311455181503,0.43545644848158566,10.0,10.0,7.0,276.8049462925401,139379.69975317732,29773.41534903428,0.13239498388562498,0.0,1.0,0.8251276968497755,28.140554282578275,0
27.0,73147.06836050302,1554.7005676970361,0.7857190011080811,19.0,10.0,1.0,293.2439179086469,180646.3487633489,8973.71507849803,5.724780692127894,0.0,0.0,0.25505337712807113,8.93461291968748,0
66.0,16781.438575840886,202.69183498212877,0.3901996349429468,19.0,7.0,7.0,550.4478328200947,14416.066967834751,1116.7622088471828,2.2707149306152337,1.0,0.0,0.14494001862790373,49.80149586676216,1
54.0,95796.32419942271,1585.7083779942616,0.19245490387643546,5.0,0.0,6.0,518.2200635224085,200324.82042135225,70591.93867232128,0.7958259679255915,0.0,1.0,0.19863497576711414,100.0,1
58.0,37244.487397176046,1856.5126513797063,0.20653165877505533,12.0,5.0,1.0,397.3474623110974,48020.451507159996,20722.387270815656,3.2097534932400533,1.0,1.0,0.5981597109655765,78.1251601749268,1
23.0,75315.1334212393,1515.6060598218714,0.13292738649592054,19.0,9.0,3.0,310.85543595963145,56783.51743701694,47805.11928685061,3.0212028622511298,1.0,1.0,0.24148231426664774,42.686481355737996,0
36.0,27350.232262810085,476.9524514776391,0.5824068629912681,15.0,13.0,3.0,360.83387346962456,55086.792025623916,14129.940535167156,8.84918814553846,1.0,,0.20926438074582587,0.0,0
62.0,,647.6033873089003,0.28663037472211594,16.0,9.0,9.0,576.4760256565479,29096.070463052416,17576.997983361623,15.131727861809368,0.0,0.0,0.3227844642369051,48.17542510892511,1
66.0,160465.33904087765,1497.6521400675142,0.15872064712696812,2.0,11.0,2.0,453.34069771058495,430930.9057531527,115846.2049739702,8.45177393759615,0.0,1.0,0.11199817847411794,36.37512378259055,1
43.0,27606.600175142732,350.375504611568,0.4107361223204811,22.0,13.0,9.0,292.54899015345177,82366.85869131717,2584.499938171332,0.7648908996216638,1.0,0.0,,0.0,0
64.0,97505.49198306885,1610.1086330317983,0.21284037397042838,15.0,9.0,5.0,436.28729464504386,255840.77346934666,18731.047572766074,1.6076905411990188,1.0,0.0,0.19815605463265998,39.28343713853627,1
66.0,52630.558644841374,1651.1819370000537,0.336546946010102,1.0,7.0,0.0,429.2810939470492,69024.13464485966,18254.510361008073,38.03623807583024,0.0,1.0,0.37647677991999373,46.15200947755348,1
40.0,38098.41522037353,853.8531545005387,0.27340757556787193,1.0,6.0,0.0,346.40644732985356,39777.78989330997,11651.14937031314,3.131694561968051,1.0,1.0,0.26894131408717786,47.70335430961261,1
70.0,47719.84697127337,509.6983317099704,0.14447541879611733,6.0,5.0,1.0,548.1530632525871,127858.49005473418,21196.17293458739,3.0548781681231896,1.0,0.0,0.12817266543628034,70.71815164467631,1
34.0,22456.67782302059,1541.7855618707083,0.12066104573670923,19.0,13.0,5.0,263.99978299657596,32059.684981655264,5611.8979917537645,10.09838620755006,1.0,1.0,0.823871940821169,0.0,0
31.0,,1285.4533176475693,0.12240752250079255,16.0,1.0,8.0,192.6496502702446,102547.78551270602,31508.995739106093,9.743523895575471,0.0,0.0,0.3172789222847861,92.94175561583181,1
57.0,25600.209439442886,563.6729087893392,0.1098165723098438,0.0,14.0,4.0,369.5066080719258,62226.81334149316,1423.8935333546751,0.8405728525394642,1.0,1.0,0.26421951435484065,4.604340528931808,0
54.0,38666.68762366608,1575.089427311041,0.15203746409042562,7.0,9.0,3.0,365.2358906479216,50696.66600112277,24887.226213903115,5.411428559430654,0.0,0.0,0.48882059181515036,38.209004180899456,1
26.0,85406.69208706217,1380.9301866532512,0.6568256725502036,18.0,11.0,5.0,252.4386595855072,66010.55472001445,29467.675170489736,0.7468151877642961,0.0,1.0,0.19402650816807715,6.437559955546373,1
66.0,57097.43114537363,1384.3050721586026,0.4445006251500408,6.0,9.0,2.0,486.37121238677145,116008.74409352872,3074.7684136595876,10.905874822938408,1.0,0.0,0.29093534564818885,29.613602909591734,1
29.0,20144.72407675618,182.4420758298095,0.3492604040860011,13.0,,8.0,290.5937520258898,37968.08640127606,13805.143183655997,0.4712223878212144,0.0,1.0,0.10867882337905617,,0
64.0,81706.83002150354,1441.7635042903426,0.5108969985533529,19.0,11.0,3.0,413.84438578581336,102269.93186119584,31462.5118200035,4.604169304559436,0.0,1.0,0.21174682761441843,7.566562825147926,1
18.0,48812.42367060974,767.8237796493527,0.16921626182444172,17.0,14.0,4.0,142.20181741090695,91116.67950093442,28972.36914001773,12.478193505092033,0.0,1.0,0.1887610707054438,0.0,0
64.0,35407.85046041936,1037.1023462786097,0.18641615593573171,24.0,4.0,2.0,481.4696868499623,89051.32061435159,25098.378328719828,3.4965871177769827,1.0,1.0,0.3514821711432287,74.18253147957228,1
63.0,76726.75724185858,2395.367910289385,0.22673749152402742,6.0,0.0,7.0,398.08396222912614,105159.06713883425,5810.866996022813,7.45719958140563,1.0,1.0,0.374633517129675,100.0,1
63.0,44341.48163004658,1330.2436020646521,0.1719767648428803,12.0,6.0,6.0,430.80934424304075,49372.19164642976,10935.564431027316,5.321668803599726,0.0,0.0,0.3599997708231451,57.645650407300494,1
56.0,24357.697461135886,294.0463604866867,0.18646069252776118,13.0,12.0,9.0,394.47404277478296,57549.001316295,3389.828913030064,12.000749975504478,1.0,1.0,0.14486411662966547,11.609839164864187,1
45.0,148551.32893112625,1268.949946613257,0.5695338105647928,10.0,1.0,8.0,270.01075406844467,366417.3202865656,18347.22112819577,18.35728708252236,0.0,0.0,0.10250597870059415,78.8581941834838,1
58.0,48514.962488508,1012.0408217111757,0.3563792507914456,21.0,4.0,0.0,491.59224039929336,143965.88138098374,36834.05469666015,7.58389883664811,0.0,0.0,0.25032462641624403,58.50050413203998,1
34.0,,480.7011867002325,0.3373037841364386,8.0,12.0,6.0,370.1047553566211,40420.94580727148,30539.970353562934,15.545157103154901,0.0,0.0,0.12356148606479794,12.932585937533478,1
63.0,38443.1919547663,286.8677295028816,0.3969169450228496,5.0,7.0,0.0,475.8038815974585,113408.85436293845,12438.059100333396,2.596948438285997,0.0,1.0,0.08954544560412575,49.88468920144486,1
50.0,99506.6190126707,2255.9545393180374,0.1931967979814727,0.0,7.0,,351.07180957940017,240306.69898147183,,4.734001482869989,0.0,1.0,0.2720568213494323,57.658058892666546,1
44.0,35777.44318286156,1104.1620796659845,0.3202239590012079,0.0,1.0,1.0,273.51640318547857,72151.8473685622,26460.42294108725,3.58299290282492,0.0,1.0,0.3703435398742679,89.33186819907385,1
47.0,19399.684552000042,540.9726718613166,0.09573763324157153,2.0,12.0,2.0,302.2447473053498,28074.248202099,4182.768322082389,16.045484266879527,0.0,0.0,0.3346277123700032,12.522331017046369,1
50.0,32623.670827072383,975.3779268878035,0.2766702703406902,18.0,6.0,7.0,476.3309485343569,20082.35827544416,1977.4202948049167,10.203639134984893,1.0,0.0,0.35877431404624177,54.176808302343474,1
20.0,108669.31692599723,4946.421645245501,0.4312160618634512,14.0,8.0,2.0,125.81311102837753,192385.29737533868,72599.93373028113,2.249135821945221,1.0,0.0,0.5462172894982589,32.23766404848809,0
26.0,80763.41011837457,979.3708214090753,0.47805394900099396,17.0,3.0,6.0,252.7025616267213,96783.12186205176,47813.85666634361,2.81363633484152,0.0,1.0,0.14551700875041365,,1
32.0,42065.81137517741,1916.8590949419784,0.31370680844887794,5.0,0.0,1.0,284.02834759927566,40938.70114211956,7159.30480830981,18.92338513444002,0.0,0.0,0.5468171987495911,89.45083275890855,1
24.0,111742.57697437068,519.7414655829213,0.3033462962044766,3.0,4.0,6.0,179.00056273950398,305139.20274550345,46622.845283193434,1.654528755122378,1.0,1.0,0.0558148716082098,62.84259130660722,0
43.0,76785.0575682959,3057.203022006431,0.4806570590518355,19.0,2.0,9.0,280.6118317803872,75994.43784279563,13078.446702725325,3.0572416519374483,1.0,0.0,0.47778093063805044,81.09404606844423,1
56.0,41774.7087605722,2252.777167852294,0.3155949850516511,8.0,8.0,6.0,393.70252956303887,115528.05529501846,20969.249367775934,2.738588574820536,1.0,0.0,0.6471218307987697,42.95308837839677,1
55.0,44376.001118465225,1057.3252490918567,0.1946846693968224,19.0,4.0,2.0,379.16904015961126,82908.42051431086,23771.223519339226,0.16186335185625297,1.0,0.0,0.2859181239704461,76.73840526458378,1
45.0,59730.05694905272,795.0275945026059,0.11427215144312243,10.0,14.0,4.0,287.85061661728685,147026.03435415015,15381.208254924819,5.355024768350851,0.0,0.0,0.15972412586461487,0.0,0
67.0,29758.432917000067,452.9245742809927,0.22238491292600376,3.0,4.0,2.0,407.14360741229274,30742.72928378134,18915.288591199827,3.230673274581726,0.0,0.0,0.18264049409224198,78.96728249839012,1
50.0,49153.48553342877,1354.1717757117422,0.27832237521929665,0.0,3.0,2.0,361.0591531151956,105868.47297969942,19916.85774081708,0.791733218979443,1.0,0.0,0.3305983519213318,78.39548052939678,1
22.0,58989.10346327553,2246.6019832548745,0.19608632563072767,2.0,4.0,4.0,160.45716332529702,111063.67270761254,34200.02010679929,0.1051805102167237,0.0,0.0,0.457020402350103,70.80188975219512,0
62.0,17815.43075043936,409.7087388599705,0.46310723796893194,9.0,5.0,1.0,377.4143791814404,52757.09365498598,9439.65538452446,3.308189160340636,0.0,1.0,,57.10918069929115,1
51.0,43757.04058341705,1627.7929838274563,0.21180823643596117,7.0,11.0,2.0,319.01138509555136,41424.278811776116,16980.759693447264,10.308408682919758,1.0,0.0,0.4464085218169851,9.58059670076379,0
54.0,40870.60129294712,1486.0157560144044,0.19883517965481173,2.0,3.0,9.0,600.0,40299.1768269581,11016.177947099728,9.260205184565795,0.0,0.0,0.4363084590891412,89.92029449121655,1
50.0,90838.71151247664,733.2374926027624,0.5131593344733304,5.0,,7.0,300.81731944919443,257525.89490929182,18460.997177547808,1.631336369873954,1.0,0.0,0.09686233726492845,14.136348832933665,0
50.0,16208.673897670733,230.4951879038806,0.366493323105088,24.0,7.0,2.0,340.2328035038537,6104.015148762743,9878.506370527897,2.1665638220340746,1.0,0.0,0.17064580805983617,40.57255577035079,1
23.0,38991.40000791647,304.83002311027036,0.11242566216370234,15.0,12.0,0.0,170.0690383588049,88377.10152388703,20722.27617369513,3.9871943544509616,0.0,0.0,0.09381454055459591,25.809572194670253,1
50.0,36715.24017913725,2176.350304379787,0.13054255654672445,24.0,4.0,3.0,,31753.230527554224,9571.899790864814,0.5736963972639335,1.0,0.0,0.7113177940586314,73.62755719951161,1
64.0,87207.23514949412,4345.394320136597,0.5181533185294489,12.0,6.0,1.0,523.268459263139,,67613.89548914098,6.124844383483353,1.0,1.0,0.5979404318030491,49.30664739376826,1
35.0,47756.576223350574,648.8721178233014,0.15350612177573542,14.0,2.0,7.0,213.3095663711193,89652.34124430068,31412.088494830423,1.786270566092909,1.0,1.0,0.16304488365043773,80.06010509424624,1
52.0,144012.70263222707,6263.031535758001,0.41294121139650625,12.0,6.0,4.0,323.1396854177794,268777.46154057677,20896.487352539338,12.775926542730257,0.0,0.0,0.5218732587848612,47.83736779145937,0
19.0,72935.30024655438,2564.878969034085,0.45912105961199756,11.0,9.0,7.0,130.65306570678038,142654.4198356805,12539.223534321622,6.264997041931295,0.0,1.0,0.42199795605643836,17.35456979359643,0
38.0,38325.325754160345,176.98888161247987,0.7013658300801666,7.0,8.0,8.0,290.3282421176367,63635.74907334075,17554.373470873015,2.243093615916329,0.0,0.0,0.05541679131374768,25.55632492720618,0
